Measure #,End-Use,Measure Name,Program,Home Type,Income Type,Replacement Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
6007,HVAC,"Smart Thermostat, Residential (Gas heating)",Efficient Product Marketplace,SF,NLI,Retrofit,1028.00,942.00,707.00,524.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1028.00,1970.00,2676.00,3199.00,3198.00,3197.00,3195.00,3193.00,3191.00,3190.00,3190.00,3036.00,2895.00,2790.00,2712.00,2712.00,2712.00,2712.00,2712.00,2712.00
7004,Lighting,LED 22 W replacing 72 W halogen (100 W equivalent) - indoor,Home Energy Improvement Program,SF,NLI,Retrofit,642.00,601.00,496.00,396.00,308.00,235.00,176.00,130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,642.00,1243.00,1739.00,2135.00,2443.00,2676.00,2851.00,2980.00,2978.00,2977.00,2977.00,2977.00,2977.00,2977.00,2977.00,2881.00,2791.00,2717.00,2658.00,2612.00
7054,Lighting,LED Night Light,Residential Lighting Efficiency Program,SF,LI,ROB,8.00,25.00,62.00,103.00,147.00,253.00,374.00,476.00,533.00,553.00,516.00,475.00,431.00,325.00,204.00,102.00,36.00,0.00,0.00,0.00,8.00,33.00,95.00,197.00,344.00,596.00,969.00,1444.00,1975.00,2524.00,3031.00,3491.00,3900.00,4188.00,4336.00,4367.00,4323.00,4240.00,4163.00,4092.00
7012,Lighting,LED 19-21 W replacing 90 W halogen downlight - indoor,Residential Lighting Efficiency Program,SF,NLI,Retrofit,37.00,38.00,39.00,40.00,41.00,42.00,43.00,44.00,45.00,46.00,48.00,49.00,50.00,51.00,52.00,54.00,55.00,57.00,58.00,59.00,37.00,75.00,115.00,155.00,196.00,238.00,281.00,325.00,370.00,416.00,464.00,512.00,562.00,613.00,666.00,714.00,764.00,814.00,866.00,919.00
3051,Building Shell,Reflective Window Film (reduces SHGC to 0.39)_N/A_AC,Consumer Rebate Program - Future Offering,SF,LI,Retrofit,469.00,454.00,440.00,426.00,413.00,400.00,387.00,375.00,362.00,349.00,337.00,324.00,311.00,299.00,170.00,0.00,0.00,0.00,0.00,0.00,469.00,920.00,1354.00,1771.00,2173.00,2560.00,2929.00,3282.00,3613.00,3925.00,4150.00,4356.00,4545.00,4719.00,4762.00,4630.00,4491.00,4361.00,4238.00,4121.00
3058,Building Shell,Residential Windows_Gas_AC,Consumer Rebate Program,SF,All,Retrofit,424.00,431.00,439.00,447.00,455.00,464.00,472.00,481.00,488.00,495.00,501.00,507.00,512.00,517.00,522.00,526.00,529.00,533.00,536.00,540.00,424.00,852.00,1285.00,1725.00,2169.00,2620.00,3074.00,3532.00,3986.00,4440.00,4889.00,5330.00,5766.00,6198.00,6627.00,7043.00,7439.00,7836.00,8235.00,8636.00
7144,Lighting,LED 22 W replacing 23-30 W CFL - indoor,CAMR,MF,All,ROB,17.00,44.00,73.00,104.00,162.00,202.00,222.00,222.00,222.00,222.00,222.00,222.00,222.00,222.00,222.00,204.00,178.00,149.00,118.00,60.00,17.00,61.00,134.00,237.00,399.00,601.00,823.00,1044.00,1265.00,1486.00,1708.00,1930.00,2152.00,2373.00,2595.00,2797.00,2968.00,3107.00,3210.00,3246.00
1005,Appliance,CEE Tier III Refrigerator (from 30% to 35% more efficient),Refrigerator Exchange,SF,NLI,ROB,5.00,9.00,22.00,37.00,52.00,87.00,136.00,196.00,259.00,314.00,356.00,384.00,401.00,401.00,396.00,392.00,379.00,364.00,349.00,314.00,5.00,14.00,36.00,72.00,124.00,211.00,347.00,543.00,802.00,1116.00,1472.00,1856.00,2257.00,2657.00,3053.00,3444.00,3819.00,4178.00,4519.00,4820.00
1010,Appliance,CEE Tier III Refrigerator (from 30% to 35% more efficient),Refrigerator Exchange,SF,LI,ROB,2.00,4.00,11.00,18.00,26.00,44.00,68.00,99.00,131.00,159.00,180.00,194.00,202.00,202.00,200.00,198.00,191.00,184.00,176.00,159.00,2.00,7.00,18.00,36.00,63.00,107.00,175.00,274.00,405.00,563.00,743.00,937.00,1139.00,1341.00,1541.00,1738.00,1928.00,2109.00,2281.00,2433.00
6057,HVAC,Ground Source Heat Pump,Consumer Rebate Program - Future Offering,MF,All,ROB,15.00,38.00,64.00,91.00,155.00,241.00,341.00,432.00,502.00,549.00,576.00,576.00,575.00,575.00,575.00,559.00,536.00,511.00,483.00,420.00,15.00,54.00,118.00,209.00,363.00,604.00,945.00,1376.00,1877.00,2425.00,3000.00,3575.00,4149.00,4722.00,5295.00,5850.00,6378.00,6876.00,7343.00,7738.00
